# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 29 13:02:40 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_radj_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmasse_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmassprov not like '%calculated value%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radj_reflink: Planet Radius Reference
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasse_reflink: Planet Mass or Mass*sin(i) [Earth Mass] Reference
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_radj_reflink,pl_bmasse,pl_bmasse_reflink,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
5004,TOI-500 b,TOI-500,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.54817700,0.011890,1.166,0.104,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,1.42000,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,0.00447,Mass,0.063000,1138.00,1617,0,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],4.62,07h06m14.18s,106.5590980,-47d35m16.14s,-47.5878156,47.3924000,10.5400000,7.7150000,10.1026000
5008,TOI-5153 b,TOI-5153,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,20.33003000,0.158000,11.882,1.060,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,1036.12061,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,3.26000,Mass,0.091000,49.56,906,0,F8 V,6300.00,1.40,1.24,0.120,[Fe/H],4.30,06h06m09.68s,91.5403204,-19d57m12.40s,-19.9534443,390.4840000,11.9320000,10.4080000,11.5779000
5010,TOI-519 b,TOI-519,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.26523280,0.012000,11.994,1.070,<a refstr=PARVIAINEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..16P/abstract target=ref>Parviainen et al. 2021</a>,4449.62000,<a refstr=PARVIAINEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..16P/abstract target=ref>Parviainen et al. 2021</a>,14.00000,Mass,,53.99,760,0,M3.5,3350.00,0.37,0.37,,,5.00,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.5570000,17.3500000,11.9510000,15.7067000
5011,TOI-5205 b,TOI-5205,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,1.63075700,0.019900,11.600,1.030,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,343.00000,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,1.08000,Mass,0.020000,49.00,737,0,M4.0,3430.00,0.39,0.39,1.000,[Fe/H],4.84,20h55m04.96s,313.7706819,+24d21m39.52s,24.3609770,86.4493000,15.8990000,11.0060000,14.9317000
5013,TOI-530 b,TOI-530,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,6.38759700,0.052000,9.303,0.830,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,127.13136,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,0.40000,Mass,0.000000,14.26,565,0,M0.5 V,3659.00,0.54,0.53,0.376,[Fe/H],4.70,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.7620000,15.4030000,11.2380000,14.6439000
5014,TOI-532 b,TOI-532,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.32665080,0.029600,5.820,0.519,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,61.50000,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,0.19350,Mass,0.000000,94.10,867,0,,3927.00,0.61,0.64,0.338,[Fe/H],4.67,05h40m19.21s,85.0800537,+11d33m45.49s,11.5626373,135.0470000,14.4130000,10.5870000,13.6645000
5018,TOI-5542 b,TOI-5542,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,75.12375000,0.332000,11.310,1.009,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,419.53350,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,1.32000,Mass,0.018000,9.60,441,0,G3 V,5700.00,1.06,0.89,-0.210,[Fe/H],4.20,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.8490000,12.4200000,10.8970000,12.2819000
5019,TOI-558 b,TOI-558,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,14.57407100,0.129100,12.173,1.086,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,1147.36055,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,3.61000,Mass,0.298000,248.86,1061,0,F V,6466.00,1.50,1.35,-0.004,[Fe/H],4.22,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.6300000,11.2330000,10.2620000,11.3253000
5020,TOI-559 b,TOI-559,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,6.98390950,0.072300,12.229,1.091,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,1910.14873,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,6.01000,Mass,0.151000,404.92,1180,0,G V,5925.00,1.23,1.03,-0.069,[Fe/H],4.27,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.2660000,11.0910000,9.6380000,10.9777000
5021,TOI-561 b,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.44656880,0.010600,1.425,0.127,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,2.00000,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.00629,Mass,0.000000,4745.00,2310,0,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000
5022,TOI-561 c,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,10.77883100,0.088400,2.910,0.260,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,5.39000,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.01696,Mass,0.030000,68.20,800,0,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000
5023,TOI-561 d,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,25.71240000,0.158000,2.820,0.252,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,13.20000,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.04153,Mass,0.122000,21.40,598,0,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000
5024,TOI-561 e,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,77.03000000,0.328000,2.550,0.227,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,12.60000,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.03964,Mass,0.079000,4.96,415,0,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000
5025,TOI-564 b,TOI-564,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.65114400,0.027340,11.433,1.020,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,464.98529,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,1.46300,Mass,0.072000,1423.00,1714,0,,5640.00,1.09,1.00,0.143,[Fe/H],4.36,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,199.5810000,11.0970000,9.6040000,11.1424000
5027,TOI-628 b,TOI-628,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.40956750,0.048600,11.882,1.060,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,2011.86390,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,6.33000,Mass,0.072000,1052.90,1586,0,,6250.00,1.34,1.31,0.258,[Fe/H],4.30,06h37m03.13s,99.2630608,+01d46m03.18s,1.7675497,178.6800000,10.1120000,8.8110000,10.0579000
5028,TOI-640 b,TOI-640,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,5.00377750,0.066080,19.851,1.771,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,279.69040,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,0.88000,Mass,0.050000,1720.77,1749,0,,6460.00,2.08,1.54,0.072,[Fe/H],3.99,06h38m56.30s,99.7345935,-36d38m46.07s,-36.6461300,341.9970000,10.5100000,9.2430000,10.4006000
5029,TOI-674 b,TOI-674,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.97714300,0.025000,5.250,0.468,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,23.60000,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,0.07425,Mass,0.000000,38.40,635,0,M2 V,3514.00,0.42,0.42,0.170,[Fe/H],4.81,10h58m20.77s,164.5865592,-36d51m29.19s,-36.8581092,46.0851000,14.2030000,9.4690000,13.0914000
5030,TOI-677 b,TOI-677,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,11.23660000,0.103800,13.115,1.170,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacuten et al. 2020</a>,392.83788,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacuten et al. 2020</a>,1.23600,Mass,0.435000,200.55,1252,0,F8,6295.00,1.28,1.18,0.000,[Fe/H],4.29,09h36m28.65s,144.1193594,-50d27m47.14s,-50.4630933,141.8120000,9.8220000,8.4290000,9.6608200
5038,TOI-733 b,TOI-733,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,4.88476500,0.061800,1.992,0.178,<a refstr=GEORGIEVA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230406655G/abstract target=ref>Georgieva et al. 2023</a>,5.72000,<a refstr=GEORGIEVA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230406655G/abstract target=ref>Georgieva et al. 2023</a>,0.01800,Mass,0.046000,207.10,1056,0,G,5585.00,0.95,0.96,-0.040,[Fe/H],4.47,10h37m38.24s,159.4093183,-40d53m17.73s,-40.8882590,75.2092000,9.4400000,7.8450000,9.2888100
5039,TOI-763 b,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,5.60570000,0.060000,2.280,0.203,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,9.79000,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,0.03080,Mass,0.040000,183.08,1038,0,G,5450.00,0.90,0.92,0.010,[Fe/H],4.45,12h57m52.34s,194.4680980,-39d45m29.02s,-39.7580613,95.1274000,10.2650000,8.4900000,9.9991500
5040,TOI-763 c,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,12.27370000,0.101100,2.630,0.235,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,9.32000,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,0.02932,Mass,0.040000,64.32,800,0,G,5450.00,0.90,0.92,0.010,[Fe/H],4.45,12h57m52.34s,194.4680980,-39d45m29.02s,-39.7580613,95.1274000,10.2650000,8.4900000,9.9991500
5041,TOI-776 b,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.24661000,0.065200,1.850,0.165,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,4.00000,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,0.01259,Mass,0.060000,11.50,514,0,M1 V,3709.00,0.54,0.54,-0.200,[Fe/H],4.73,11h54m18.72s,178.5779970,-37d33m12.08s,-37.5533568,27.1701000,11.5360000,7.6150000,10.7409000
5042,TOI-776 c,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,15.66530000,0.100000,2.020,0.180,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,5.30000,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,0.01668,Mass,0.040000,4.90,415,0,M1 V,3709.00,0.54,0.54,-0.200,[Fe/H],4.73,11h54m18.72s,178.5779970,-37d33m12.08s,-37.5533568,27.1701000,11.5360000,7.6150000,10.7409000
5044,TOI-824 b,TOI-824,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.39297800,0.021770,2.926,0.261,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,18.46700,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,0.05810,Mass,,412.00,1253,0,K4 V,4600.00,0.70,0.71,-0.092,[Fe/H],4.61,14h48m39.71s,222.1654705,-57d35m19.92s,-57.5888666,63.9262000,11.3140000,8.4320000,10.7616000
5046,TOI-836 b,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.81673000,0.042200,1.704,0.152,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,4.53000,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,0.01425,Mass,0.053000,78.84,871,0,K V,4552.00,0.67,0.68,-0.284,[Fe/H],4.74,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024000,9.9200000,6.8040000,9.4047500
5047,TOI-836 c,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,8.59545000,0.075000,2.587,0.231,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,9.60000,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,0.03020,Mass,0.078000,26.71,665,1,K V,4552.00,0.67,0.68,-0.284,[Fe/H],4.74,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024000,9.9200000,6.8040000,9.4047500
5048,TOI-837 b,TOI-837,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.32487620,,8.631,0.770,<a refstr=BOUMA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..239B/abstract target=ref>Bouma et al. 2020</a>,381.39600,<a refstr=BOUMA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..239B/abstract target=ref>Bouma et al. 2020</a>,1.20000,Msini,0.000000,112.71,907,0,G0/F9 V,6047.00,1.02,1.12,-0.069,[Fe/H[,4.47,10h28m08.95s,157.0372806,-64d30m18.76s,-64.5052107,142.4880000,10.6350000,8.9330000,10.3560000
5049,TOI-849 b,TOI-849,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.76552414,0.015980,3.444,0.307,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,39.09000,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,0.12299,Mass,0.000000,2314.06,1932,0,G,5373.80,0.92,0.93,0.190,[Fe/H],4.48,01h54m51.79s,28.7157956,-29d25m18.15s,-29.4217086,225.7340000,11.9810000,10.4180000,12.0645000
5050,TOI-892 b,TOI-892,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,10.62656000,0.092000,11.994,1.070,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,301.93850,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,0.95000,Mass,0.125000,571.01,1397,0,F,6261.00,1.39,1.28,0.240,[Fe/H],4.26,05h46m57.17s,86.7382280,-11d14m07.22s,-11.2353401,340.5430000,11.4300000,10.1060000,11.3435000
5051,TOI-905 b,TOI-905,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.73949400,0.046660,13.126,1.171,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,211.99261,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,0.66700,Mass,0.024000,337.00,1192,0,,5570.00,0.92,0.97,0.140,[Fe/H],4.50,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,158.6490000,11.0800000,9.4480000,11.0813000
5052,TOI-942 b,TOI-942,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,4.32421000,0.048660,3.890,0.347,<a refstr=WIRTH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W/abstract target=ref>Wirth et al. 2021</a>,826.35800,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,2.60000,Mass,0.340000,261.86,1120,0,K2.5 V,4969.00,0.89,0.82,-0.221,[Fe/H],4.31,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.6010000,11.9820000,9.6390000,11.6346000
5053,TOI-942 c,TOI-942,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,10.15627200,0.085980,4.670,0.417,<a refstr=WIRTH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W/abstract target=ref>Wirth et al. 2021</a>,37.00000,<a refstr=CARLEO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..71C/abstract target=ref>Carleo et al. 2021</a>,0.11641,Mass,0.320000,,,0,K2.5 V,4969.00,0.89,0.82,-0.221,[Fe/H],4.31,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.6010000,11.9820000,9.6390000,11.6346000
5054,TOI-954 b,TOI-954,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.68497290,0.049630,9.550,0.852,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,55.30242,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,0.17400,Mass,0.140000,1393.00,1526,0,,5710.00,1.89,1.20,0.215,[Fe/H],3.96,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028,238.7680000,10.3430000,8.7790000,10.2321000
5055,TOI-969 b,TOI-969,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.82373050,0.026360,2.765,0.247,<a refstr=LILLO_BOX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221008996L/abstract target=ref>Lillo-Box et al. 2022</a>,9.10000,<a refstr=LILLO_BOX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221008996L/abstract target=ref>Lillo-Box et al. 2022</a>,0.02863,Mass,,188.00,941,0,K V,4435.00,0.67,0.73,0.175,[Fe/H],4.55,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879,77.2554000,11.6460000,8.8790000,11.2667000
5057,TRAPPIST-1 b,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,0,1.51082600,0.011540,1.116,0.100,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,1.37400,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.00432,Mass,0.006220,4.15,398,1,,2566.00,0.12,0.09,0.040,[Fe/H],5.24,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,17.0200000,10.2960000,15.6451000
5058,TRAPPIST-1 c,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,0,2.42193700,0.015800,1.097,0.098,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,1.30800,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.00412,Mass,0.006540,2.21,340,1,,2566.00,0.12,0.09,0.040,[Fe/H],5.24,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,17.0200000,10.2960000,15.6451000
